,A0A0A8WJC6,A0A0K3AT43,A0A2H4ZEZ2,A0AAJ7SV95,A0AAJ7T5N9,A0AAJ7TMY1,A0AAJ7U215,A0AVK6,A3KNI8,A3RMS5,A8MTQ0,A8UWQ7,B3GWE1,B3WFV2,B6EU61,C0HJZ3,C0HJZ4,C1P638,C3Y097,C3YWU0,D0VWM4,E1NZ07,F2Q9W6,F2Q9W7,F2Q9W8,F2Q9W9,F2Q9X0,F2Q9X1,F2Q9X2,F2Q9X3,F2Q9X4,F2Q9X5,F2Q9X6,F2Q9X7,F2Q9X8,F2Q9Y0,F6U472,F6WII6,F6WYU4,F6YMJ4,F6YXK6,F7GH03,G3UZ78,G5EF00,G5EGB6,H9G343,O17824,O42145,O47431,O62089,O76629,O93548,P01942,P01994,P02001,P02007,P02008,P02042,P02088,P02089,P02100,P02104,P02112,P02127,P02128,P02144,P02197,P02208,P02762,P04247,P04443,P04444,P06467,P09105,P09967,P09968,P0DM64,P20244,P20245,P30627,P48798,P49141,P61802,P68871,P69891,P69892,P69905,Q09240,Q09514,Q17134,Q17727,Q17884,Q18086,Q18311,Q19601,Q20015,Q20623,Q20638,Q21618,Q21978,Q22663,Q23117,Q24570,Q2WG80,Q2XNF5,Q3KN63,Q3MQ62,Q4H3K6,Q4V6L1,Q575S8,Q5QSB1,Q6B0K9,Q6VN46,Q70PH6,Q70T62,Q70T63,Q70T64,Q7KLI1,Q7TPG1,Q7YWV3,Q7YZV1,Q7ZT21,Q8AXK2,Q8HY34,Q8MPY8,Q8N7X0,Q8UUR3,Q8WWM9,Q8WY91,Q90259,Q90485,Q90486,Q90487,Q90864,Q90YJ2,Q95J88,Q966A3,Q98980,Q9CQE0,Q9CX80,Q9DDJ0,Q9ER97,Q9GL60,Q9GYP4,Q9I7P6,Q9I9I3,Q9NL48,Q9NPG2,Q9PVD5,Q9U2R5,Q9VNE2,Q9XXI2
Q966A3,0.026806831,0.07603729,0.19442248,0.04055655,0.020531356,0.03385389,0.038058817,0.040156603,0.029451728,0.0189327,0.10776502,0.08726853,0.01649493,0.021670938,0.020649016,0.049952507,0.054960907,0.014352739,0.024217308,0.07490671,0.016779184,0.02434653,0.026897848,0.04225111,0.03737992,0.04530996,0.026729941,0.024172843,0.074870884,0.03362125,0.040429235,0.058119297,0.10738033,0.15655631,0.014165878,0.043889344,0.39782602,0.038065195,0.035875857,0.04474181,0.02113086,0.03283,0.02215749,0.012984276,0.031367123,0.033091724,0.03613764,0.16595685,0.0956462,0.01689899,0.023218274,0.047601163,0.057028413,0.041834176,0.04375112,0.03821343,0.04218799,0.052519202,0.044816256,0.047963977,0.045684338,0.043679655,0.023191154,0.022271812,0.022168875,0.05309093,0.06581622,0.057131946,0.06038046,0.04751563,0.03870803,0.034381986,0.029546022,0.049116313,0.046384573,0.056907237,0.037130237,0.07279801,0.06260508,0.03518504,0.03219813,0.08567852,0.07482499,0.06112969,0.039475083,0.036076963,0.06360304,0.011682868,0.02326101,0.04295218,0.01712823,0.024252057,0.012974918,0.018444061,0.015189469,0.015114009,0.016142309,0.013529301,0.053484082,0.017372012,0.015841484,0.013975143,0.073316395,0.041618407,0.03559321,0.017345846,0.035707593,0.1144703,0.017524064,0.019592226,0.032980323,0.062023044,0.07736164,0.05379212,0.032830954,0.02717632,0.037201703,0.048431754,0.09487784,0.01508224,0.01008153,0.045167208,0.26672357,0.03982234,0.018751562,0.024204373,0.021530509,0.027679622,0.055801094,0.09223056,0.026239276,0.028354585,0.047364414,0.028718293,0.018897474,0.08456904,0.0,0.25071508,0.06722063,0.023703873,0.035752058,0.036649346,0.034112573,0.020631313,0.017775595,0.05256772,0.08639783,0.033225298,0.12378156,0.010912955,0.03514254,0.013044238
Q98980,0.26043588,0.09672165,0.3511824,0.24495167,0.25409532,0.2854731,0.2891593,0.2798313,0.28577018,0.25879884,0.28102297,0.24361652,0.24604225,0.26982063,0.23984355,0.28447342,0.28756624,0.25727898,0.25664306,0.27803522,0.25987452,0.25608712,0.26500988,0.23916018,0.29009378,0.29242992,0.27198625,0.27482623,0.3195234,0.24341482,0.28451473,0.30241513,0.3357044,0.37589204,0.26058966,0.2769729,0.31665534,0.27754843,0.27227783,0.287776,0.24727172,0.2856502,0.26542604,0.23902845,0.2658388,0.26612037,0.29319572,0.17688066,0.23946846,0.2626176,0.2664079,0.28667992,0.28894597,0.2859524,0.2826445,0.2856595,0.28679985,0.28512734,0.2852031,0.28656024,0.27780277,0.2804734,0.2608267,0.25051135,0.24792612,0.30532897,0.32089168,0.29629672,0.2757464,0.30194205,0.27636743,0.26995087,0.2741605,0.2780311,0.2811337,0.2929513,0.25389093,0.26422524,0.26867998,0.27870184,0.27396876,0.2517528,0.27804512,0.2945816,0.27553755,0.27471173,0.29303628,0.25684136,0.27878267,0.282189,0.24069715,0.26575112,0.2616781,0.26412755,0.2576878,0.24670607,0.25899374,0.24521655,0.30481017,0.2528457,0.26496112,0.24610108,0.30496597,0.2686752,0.22273517,0.23439014,0.29237598,0.19196022,0.2714935,0.2506922,0.2672674,0.29736322,0.32013333,0.26358396,0.27429932,0.26296926,0.28564924,0.23044509,0.22543567,0.25697154,0.24420261,0.2974019,0.31479377,0.27676523,0.2561217,0.26599258,0.2555768,0.26073718,0.26419222,0.26859266,0.26097786,0.26195103,0.29807812,0.26796323,0.25300044,0.2766388,0.25071508,0.0,0.23954672,0.260364,0.296835,0.27797574,0.22846556,0.26457024,0.2732829,0.29296285,0.22561842,0.26554006,0.24425322,0.25536102,0.2906769,0.23937607
Q9CQE0,0.1011157,0.10621476,0.24371195,0.088961124,0.074908495,0.10264963,0.10961318,0.08509016,0.097955465,0.08511263,0.15247703,0.16462374,0.077685,0.07059342,0.072259784,0.12539816,0.13287425,0.08494884,0.09274703,0.1351453,0.08028251,0.066826224,0.09761542,0.1244182,0.100292444,0.124264896,0.09917927,0.09652513,0.16315395,0.09820634,0.11558324,0.14445394,0.19668084,0.23739225,0.08424038,0.12587553,0.3771332,0.116651595,0.115053475,0.12332839,0.08895892,0.11102742,0.09398496,0.07245588,0.09677905,0.08047938,0.097169936,0.18999213,0.17515647,0.06559503,0.091407,0.1238054,0.1383599,0.12290043,0.11843467,0.10745883,0.11722809,0.13023424,0.12565774,0.12927538,0.12254834,0.11354387,0.09735656,0.08940899,0.088282466,0.14260042,0.15699136,0.13270128,0.10565871,0.13223743,0.11153966,0.10370457,0.10013449,0.10903746,0.11918628,0.13407743,0.09199178,0.12053555,0.11995816,0.10518825,0.0939551,0.13209707,0.102969825,0.14006692,0.11751515,0.113476634,0.14708549,0.07810736,0.092449844,0.091281414,0.07750988,0.06892693,0.06856817,0.084854245,0.076420724,0.07635033,0.078688025,0.07718438,0.093560755,0.06807923,0.08509505,0.07369411,0.1183871,0.10126883,0.08644819,0.07836419,0.10508335,0.10334307,0.08571309,0.08642179,0.09456056,0.12837857,0.1626575,0.091522336,0.09756607,0.09715623,0.11266792,0.074469924,0.123190165,0.081382155,0.061049104,0.12871557,0.29168338,0.117185056,0.06624144,0.08925933,0.08502287,0.09550005,0.08388305,0.09167725,0.10234958,0.102544904,0.1293211,0.10611409,0.087780416,0.117607534,0.06722063,0.23954672,0.0,0.09306502,0.11230409,0.09501171,0.09070194,0.08096868,0.08485234,0.12800944,0.1316179,0.092345595,0.118866086,0.0828644,0.10173768,0.07577455
Q9CX80,0.008078098,0.09679747,0.1680398,0.045391083,0.019177914,0.015126228,0.01261735,0.06214857,0.024348736,0.021205604,0.11132717,0.07583654,0.017353535,0.03873098,0.023792148,0.023812294,0.029334188,0.019922853,0.01843965,0.06667048,0.020709515,0.044175565,0.019471407,0.037588894,0.030938864,0.025823653,0.013437927,0.017564178,0.04476309,0.016734898,0.021004975,0.03325939,0.069713116,0.1838445,0.014863074,0.023426235,0.40083027,0.02146852,0.014265895,0.02242142,0.02374202,0.018776178,0.026742041,0.026357174,0.025274932,0.04319364,0.028460026,0.16689193,0.09336382,0.033392727,0.021986008,0.019112468,0.029011488,0.019833624,0.01951158,0.017753005,0.019301355,0.022271812,0.01924634,0.02044195,0.019435108,0.02088511,0.011166036,0.014038563,0.011588991,0.03507197,0.04426962,0.028372288,0.06473845,0.029616356,0.0170573,0.016128778,0.017932236,0.026789248,0.020478666,0.029522419,0.055297136,0.061325848,0.05551815,0.025633335,0.034143865,0.07549065,0.09968352,0.025847673,0.016478717,0.015163302,0.030745506,0.021333456,0.023339748,0.06257069,0.025912642,0.05033648,0.037144125,0.018460214,0.02350068,0.029931545,0.020564914,0.022007346,0.081738055,0.046301186,0.019797623,0.03022033,0.10542053,0.06758565,0.039090574,0.019106746,0.022744596,0.12814665,0.020054221,0.008684933,0.015246451,0.034740746,0.038811862,0.06583744,0.018351138,0.021261454,0.017497241,0.06234318,0.08982694,0.027869642,0.033228576,0.021113694,0.2523411,0.018789232,0.03649354,0.03394872,0.010132968,0.0008969307,0.06482184,0.11616844,0.011120439,0.01022917,0.02144605,0.012937307,0.013558745,0.09074098,0.023703873,0.260364,0.09306502,0.0,0.029115498,0.024337113,0.032545626,0.024436295,0.02996254,0.026448548,0.078769386,0.017280757,0.13265097,0.021624148,0.032015383,0.020875275
Q9DDJ0,0.036376297,0.12201637,0.18873328,0.07011163,0.04423201,0.034984052,0.030525148,0.07980198,0.032886863,0.04421401,0.1438809,0.092760146,0.037525356,0.053790092,0.057406068,0.037855506,0.042228043,0.030085564,0.03840953,0.05997646,0.032375038,0.06880891,0.03722304,0.06046599,0.03828937,0.037353635,0.03104496,0.024944365,0.051491797,0.052401006,0.032786667,0.043646216,0.07662964,0.19172949,0.025745511,0.04017192,0.41907722,0.034372747,0.03090179,0.032465756,0.058295667,0.027107835,0.041548073,0.053150177,0.032695174,0.06857711,0.039316595,0.20394707,0.106989086,0.0491212,0.031058013,0.030994833,0.05975151,0.032778263,0.030425489,0.03140056,0.040014267,0.039600074,0.035046518,0.034279346,0.037332952,0.038113534,0.027821064,0.034270167,0.03676039,0.036441743,0.043524623,0.043860078,0.060807288,0.03179413,0.03440219,0.036049843,0.03239858,0.06751883,0.040548086,0.04530531,0.07196355,0.0969038,0.08793777,0.02433747,0.028601289,0.08582425,0.08667338,0.045446873,0.03848046,0.036885023,0.058678865,0.04189098,0.027139187,0.06960541,0.048629463,0.066143334,0.054765105,0.024630606,0.03518802,0.05298859,0.03158778,0.04063368,0.10319269,0.068547666,0.02835232,0.049956262,0.11819363,0.08428055,0.07915187,0.04761958,0.03291017,0.16240168,0.029121757,0.034320354,0.042337418,0.06240189,0.05112809,0.070124865,0.040896416,0.03532332,0.031811178,0.09041357,0.11035782,0.03395629,0.05426377,0.030190825,0.24732089,0.03888154,0.059016466,0.0518896,0.027977705,0.033275604,0.09243083,0.13356549,0.025806427,0.026989043,0.03203565,0.031202376,0.03830242,0.08577472,0.035752058,0.296835,0.11230409,0.029115498,0.0,0.049384594,0.07214612,0.046852946,0.027577639,0.040863812,0.091623425,0.04555142,0.15567529,0.03983718,0.036210418,0.043385863
Q9ER97,0.03082937,0.10264748,0.1978656,0.051095426,0.039016545,0.03838271,0.023355782,0.071175694,0.01599282,0.041160166,0.10868895,0.07984924,0.04091692,0.058487713,0.0468176,0.04964137,0.05943972,0.03755188,0.03715527,0.074021995,0.039232433,0.057132244,0.028174102,0.059965372,0.04091865,0.040372252,0.028066635,0.037278473,0.06763703,0.04496032,0.04398632,0.055704832,0.10920143,0.16973001,0.02109921,0.046727955,0.43620235,0.034480512,0.039145708,0.04142511,0.029892683,0.032749534,0.051570654,0.04540968,0.04783398,0.05881548,0.044283807,0.19222677,0.09710771,0.042388856,0.031942546,0.043485403,0.047296643,0.037984908,0.037848055,0.026451051,0.029249966,0.042100787,0.03689444,0.040228426,0.048097312,0.03883779,0.026241124,0.03612137,0.029535592,0.058880687,0.07435274,0.054442763,0.06496769,0.053453267,0.041698396,0.040587544,0.026537716,0.023329198,0.050004482,0.05765444,0.06301087,0.09174001,0.0835349,0.04313326,0.046014488,0.1020692,0.11396617,0.04670465,0.03911072,0.036562085,0.053199828,0.03515798,0.04823816,0.07953787,0.037811458,0.06163448,0.050371706,0.033848226,0.0446679,0.042066336,0.04000604,0.041357875,0.093211114,0.055299044,0.042263567,0.031809866,0.11364555,0.07990283,0.04137355,0.023607671,0.027236402,0.15167928,0.02719903,0.027198136,0.010569215,0.043297112,0.06292081,0.07770622,0.022083819,0.02866429,0.02304864,0.0760088,0.10095918,0.036223173,0.038792133,0.037952483,0.27071643,0.0358842,0.04695344,0.052856386,0.026231289,0.022970974,0.0727582,0.13974524,0.034919858,0.030748188,0.03960222,0.030446827,0.020315647,0.112056434,0.036649346,0.27797574,0.09501171,0.024337113,0.049384594,0.0,0.035470903,0.04369402,0.033580184,0.050492167,0.10350746,0.004516721,0.14866191,0.030471027,0.04004413,0.030117095
Q9GL60,0.034941435,0.08272916,0.18773776,0.045174003,0.031227231,0.04723555,0.046264887,0.071546376,0.04590726,0.0389449,0.0951699,0.08743721,0.035972595,0.06302136,0.032193482,0.05771172,0.06380999,0.042876124,0.044647872,0.08736831,0.044606388,0.049036205,0.041122198,0.056822717,0.05841428,0.0636366,0.041659355,0.04843813,0.08266628,0.03835827,0.056590736,0.06541461,0.10843068,0.1775763,0.035904646,0.049071014,0.4010389,0.049199164,0.045463264,0.05218798,0.02217573,0.04953885,0.050299168,0.03407681,0.04918015,0.05585271,0.060753882,0.16185468,0.108278215,0.044332862,0.04446733,0.05305767,0.047683,0.048801124,0.05004084,0.044175863,0.042797923,0.055307746,0.048820853,0.05279678,0.052253902,0.050561666,0.03233266,0.034872413,0.029368997,0.07305342,0.08551574,0.06377059,0.06626552,0.06659418,0.04922217,0.047216117,0.04011035,0.028562725,0.052119136,0.0627439,0.0532192,0.07338941,0.066758096,0.05954349,0.050236583,0.0717476,0.11508417,0.062066615,0.044607818,0.04354793,0.05373597,0.03322524,0.056862056,0.07971746,0.029652715,0.056765556,0.048418283,0.043346524,0.043905377,0.03553945,0.044804752,0.03652364,0.095202446,0.049014628,0.049861073,0.034538567,0.09249097,0.06414837,0.013237834,0.02383399,0.052931428,0.120489836,0.039697707,0.0362038,0.02866143,0.04866314,0.07363653,0.06278652,0.042214572,0.045107245,0.04786998,0.0631088,0.11169356,0.0446198,0.03557074,0.05410683,0.26989836,0.039331436,0.03739971,0.05110818,0.034036756,0.03171456,0.06484681,0.120087504,0.03843069,0.03757125,0.057190478,0.037261426,0.026350975,0.082834065,0.034112573,0.22846556,0.09070194,0.032545626,0.07214612,0.035470903,0.0,0.04342997,0.052103817,0.06071484,0.08841753,0.025874317,0.12457657,0.030980945,0.062072814,0.025915384
Q9GYP4,0.031182528,0.08879167,0.16586822,0.043082893,0.021463275,0.018897712,0.03770256,0.04749608,0.04002905,0.03076148,0.11078817,0.08999175,0.03022027,0.023306727,0.02088797,0.04440427,0.04982245,0.025037706,0.029412746,0.075635254,0.017164588,0.024110198,0.03536445,0.05495292,0.048861325,0.03994018,0.02770871,0.041119993,0.056660235,0.035212636,0.03959924,0.045286298,0.08268726,0.17021608,0.02824682,0.04241854,0.40491635,0.038654983,0.035771072,0.039083958,0.032051325,0.03408128,0.02996236,0.02125001,0.04174465,0.024488986,0.03319961,0.17727709,0.10486007,0.0116432905,0.031643093,0.042814195,0.044362485,0.038651705,0.042615294,0.03378266,0.03632766,0.04711187,0.03848344,0.043031752,0.043000102,0.039907873,0.031993747,0.03272617,0.02914381,0.056741357,0.063990295,0.040167093,0.069292784,0.047804356,0.040418208,0.039875865,0.035794497,0.049776137,0.035381854,0.040789545,0.039556682,0.08239335,0.0741961,0.040974796,0.036622524,0.08762056,0.091994345,0.054087102,0.037519157,0.0353207,0.049174905,0.015045404,0.027101338,0.045148194,0.02812177,0.025909781,0.017998397,0.0183931,0.017290354,0.025058627,0.017182171,0.019393206,0.039848268,0.021277487,0.023893416,0.026263654,0.069358885,0.055462062,0.046830654,0.04063958,0.034653008,0.124133885,0.021101058,0.02933675,0.04243833,0.05940807,0.062219977,0.053963304,0.031471908,0.035473883,0.038042307,0.056463063,0.106232405,0.02759111,0.021197379,0.038978696,0.2549355,0.036529005,0.025213301,0.035167396,0.030501842,0.026855826,0.051397085,0.08410096,0.028503776,0.0286839,0.040186346,0.03389412,0.03036964,0.09289819,0.020631313,0.26457024,0.08096868,0.024436295,0.046852946,0.04369402,0.04342997,0.0,0.03351909,0.038104475,0.07727182,0.040924072,0.13963711,0.025512218,0.04559219,0.025139034
Q9I7P6,0.0314399,0.08601028,0.1976338,0.061313927,0.03841889,0.03924024,0.033072293,0.057597518,0.025092542,0.023230016,0.14281768,0.086212635,0.020626247,0.037526667,0.03778857,0.04484135,0.04944676,0.015393376,0.03445971,0.06627411,0.018719375,0.045927882,0.02275914,0.050184965,0.034753382,0.0451082,0.029518247,0.026562631,0.06568384,0.04773605,0.04309559,0.054186285,0.10518032,0.1847102,0.015222073,0.04882258,0.4163748,0.031219125,0.035981894,0.038018405,0.038374186,0.02256918,0.02965784,0.029227614,0.029387355,0.053301215,0.029642045,0.18673837,0.08740044,0.026354015,0.018281937,0.04249227,0.063438416,0.039679706,0.03852445,0.029080212,0.04118043,0.049145103,0.04211563,0.044414937,0.043961108,0.034965932,0.024500668,0.023615777,0.026238203,0.045874715,0.057894528,0.055423558,0.052863717,0.038817942,0.036231756,0.03373444,0.027264178,0.05831039,0.04736322,0.05409926,0.050237954,0.08211619,0.07386643,0.026564002,0.03048706,0.08998215,0.07514405,0.05892402,0.041606247,0.037012935,0.066863894,0.022755325,0.019081235,0.06263518,0.031707168,0.047510803,0.037777662,0.015769541,0.028988242,0.019025743,0.018547237,0.017522395,0.07267916,0.03886062,0.021362603,0.019716859,0.09123522,0.064689994,0.053895175,0.030586362,0.027457595,0.1412543,0.010907173,0.02773571,0.03600973,0.06597638,0.06970048,0.049310684,0.02384162,0.021245956,0.025677681,0.059511244,0.099543154,0.015281498,0.02330482,0.039028287,0.2584461,0.037650883,0.045669198,0.03549546,0.025239408,0.03479749,0.084073484,0.122152984,0.029838324,0.031508744,0.03791392,0.027968585,0.02396661,0.088940084,0.017775595,0.2732829,0.08485234,0.02996254,0.027577639,0.033580184,0.052103817,0.03351909,0.0,0.04962057,0.08725667,0.03803456,0.14209682,0.025554061,0.022668958,0.02090931
Q9I9I3,0.026767373,0.13035643,0.15100336,0.0811975,0.049874067,0.025367737,0.024208188,0.080601454,0.049128056,0.044381976,0.15389621,0.08240962,0.03459859,0.06795406,0.047917545,0.028243959,0.027540088,0.03723508,0.039075255,0.07787669,0.034061313,0.07251042,0.030851126,0.0650574,0.04177147,0.03097248,0.021020353,0.04009849,0.01855594,0.037569225,0.01762104,0.0141631365,0.027967691,0.22436017,0.0378384,0.022199154,0.40894818,0.01666826,0.01901722,0.009169996,0.059790134,0.017317057,0.049526334,0.04853469,0.025460064,0.06278467,0.034373343,0.20172727,0.11230904,0.049466312,0.0336411,0.013484061,0.02798748,0.017392457,0.01188153,0.012890756,0.014495909,0.017624497,0.013121426,0.012945831,0.014854372,0.015891612,0.024308503,0.02940017,0.030827463,0.027948916,0.024912179,0.0004760623,0.06690121,0.019626796,0.015599906,0.021679044,0.02083689,0.048110187,0.0040555596,0.0014548302,0.092145085,0.088368475,0.08126521,0.022468328,0.056121707,0.09158015,0.11044866,0.022936225,0.014543295,0.015063822,0.024918497,0.046683848,0.029888213,0.08069211,0.051859736,0.076023996,0.060797393,0.024641931,0.050504267,0.055846095,0.0337919,0.04582697,0.088879645,0.07021338,0.044712782,0.05914879,0.13272661,0.110805094,0.068627715,0.051579952,0.021493375,0.16986471,0.028126478,0.03814429,0.040272057,0.042525053,0.018673956,0.07656711,0.025353491,0.03910482,0.02475673,0.09436226,0.115101695,0.05218184,0.06009996,0.010153234,0.25275326,0.01402837,0.06304836,0.057899475,0.024941266,0.029346347,0.093007386,0.13556248,0.020072818,0.019247174,0.009299457,0.021681428,0.03554535,0.11111629,0.05256772,0.29296285,0.12800944,0.026448548,0.040863812,0.050492167,0.06071484,0.038104475,0.04962057,0.0,0.08325416,0.041896403,0.16940492,0.052435935,0.042305887,0.041458786
Q9NL48,0.07960421,0.11117488,0.18169433,0.09975499,0.08680445,0.08248913,0.08603734,0.11325753,0.10116148,0.08278513,0.17979854,0.10418016,0.08431786,0.101882935,0.085351706,0.07385504,0.07585913,0.07700354,0.07951981,0.07803303,0.07360947,0.10608125,0.08231449,0.09121394,0.09850973,0.08384591,0.076682866,0.09073597,0.10017562,0.08734447,0.08741146,0.08947778,0.10947287,0.24759114,0.08248013,0.08083093,0.33059204,0.07827616,0.07331288,0.0789153,0.09578425,0.07904112,0.081201375,0.085817456,0.08744162,0.10367066,0.09499431,0.15786803,0.11143237,0.084635794,0.08163124,0.07763994,0.08725828,0.077509224,0.08215433,0.08049089,0.08412546,0.08299202,0.07692182,0.07935083,0.0816018,0.07955313,0.07642853,0.07516205,0.07730609,0.0951131,0.10319883,0.085297525,0.09636468,0.089550495,0.08083117,0.081658244,0.086524546,0.103331566,0.07939345,0.08146232,0.09819418,0.12226689,0.11607498,0.08651453,0.09213191,0.08447158,0.11602253,0.08696264,0.079203784,0.07851088,0.08555108,0.084955156,0.08385056,0.10704756,0.08533466,0.10666752,0.09540063,0.074594796,0.088008165,0.08638656,0.07373762,0.07610822,0.12779754,0.09691697,0.08912212,0.090030074,0.15401739,0.12271303,0.09592229,0.09201378,0.08902478,0.13284338,0.078896165,0.08298129,0.09333056,0.09986925,0.09719086,0.07989246,0.08034575,0.07940185,0.0836364,0.087294996,0.11095011,0.08736789,0.09234321,0.08578515,0.21469289,0.07548541,0.09880155,0.08839011,0.0779444,0.08224428,0.12136692,0.15840733,0.0726195,0.07309532,0.08145845,0.077397704,0.0799793,0.10436779,0.08639783,0.22561842,0.1316179,0.078769386,0.091623425,0.10350746,0.08841753,0.07727182,0.08725667,0.08325416,0.0,0.09804356,0.1543243,0.09594238,0.09250748,0.08343691
Q9NPG2,0.023000777,0.1017074,0.18933427,0.04416281,0.028681695,0.032658935,0.020381272,0.07005751,0.020773172,0.03810799,0.09754932,0.07656783,0.035569966,0.058641434,0.03801644,0.042262256,0.051299572,0.03467524,0.031689703,0.0737586,0.038458824,0.053485334,0.026782215,0.05746895,0.03805095,0.038689554,0.024186313,0.03192699,0.060806036,0.03407234,0.03663248,0.047045887,0.09553927,0.17175728,0.019758165,0.03686267,0.4238491,0.030821204,0.030022204,0.034746706,0.024653792,0.029453456,0.047686994,0.039028704,0.039811194,0.05542469,0.042796373,0.18236375,0.09729105,0.042415857,0.030157208,0.03300649,0.037163317,0.031756997,0.029025495,0.02270192,0.024546921,0.0322963,0.02847886,0.031543374,0.03717518,0.03205347,0.01789993,0.027781844,0.021103501,0.053560197,0.067436695,0.0452978,0.06513476,0.047954977,0.032227635,0.032032847,0.022479355,0.013680935,0.038512588,0.048223317,0.06260687,0.07862449,0.07186133,0.038030386,0.042906284,0.09498149,0.11556792,0.037672162,0.030677259,0.028950214,0.042634428,0.033123553,0.045234084,0.07720578,0.031274557,0.058857203,0.048899233,0.030687869,0.03960371,0.041202962,0.038827837,0.039812386,0.09736073,0.05434239,0.04106641,0.032466114,0.10774928,0.076416075,0.03457892,0.016722918,0.027266681,0.14604539,0.027370214,0.023661494,0.004861653,0.0297032,0.052618086,0.076162934,0.021433413,0.028511107,0.025345862,0.07206392,0.09853238,0.038024485,0.037243307,0.030650198,0.268084,0.027547657,0.04230213,0.050227404,0.017327666,0.015516877,0.066399336,0.12866676,0.025374532,0.021591365,0.034309566,0.021800399,0.01621002,0.10502243,0.033225298,0.26554006,0.092345595,0.017280757,0.04555142,0.004516721,0.025874317,0.040924072,0.03803456,0.041896403,0.09804356,0.0,0.14145863,0.027165532,0.041397154,0.02642876
